drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy,insights,actions,performance_score,risk_score,opportunity_score,drug_category
Nabumetone,-0.225875,6.708333333333333,24,40.166666666666664,179.74583333333334,0.0187228064831772,6.708333333333333,-0.009035,964.0,high,"[('pain', 15), ('dizziness', 2), ('rash', 2)]",-5.420999999999999,-9.072645833333333,0.5829959514170041,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.9259513919292492,0.6539159770625985,0.38072684678458424,High Performer
Nadolol,0.32705,7.833333333333333,12,14.583333333333334,166.87166666666667,0.0178207958948838,7.833333333333333,0.0251576923076923,175.0,medium,"[('headache', 5), ('dizziness', 2), ('anxiety', 1)]",3.9246,4.769479166666667,0.7700534759358288,['Multiple side effects reported'],['Review drug safety profile'],2.4843491199530097,0.35170108063656236,0.65764313341165,High Performer
Nafarelin,-0.1953,8.5,2,5.5,22.47,0.0077034938843562,8.5,-0.0651,11.0,low,"[('pain', 1)]",-0.3906,-1.07415,0.3076923076923077,['Negative patient sentiment detected'],['Investigate patient complaints'],2.472355211441991,0.6031249475170454,0.4015579809300147,High Performer
Nalbuphine,-0.5062692307692308,7.461538461538462,13,14.461538461538462,68.29615384615384,0.0109142396405855,7.461538461538462,-0.0361620879120879,188.0,medium,"[('pain', 10), ('headache', 5), ('nausea', 1)]",-6.5815,-7.321431952662723,0.8407960199004975,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.0373982214876993,0.768350040715782,0.244458092392296,High Performer
Naloxegol,-0.3916197368421052,4.4868421052631575,76,23.039473684210527,388.9169736842105,0.0333780916171181,4.4868421052631575,-0.005085970608339,1751.0,high,"[('pain', 41), ('constipation', 22), ('diarrhea', 11)]",-29.7631,-9.022712621191134,3.1614668856048165,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.1976298278914734,0.7259052173072549,0.2904816464966665,High Performer
Naloxone,0.21888,7.6,5,3.4,74.68799999999999,0.0113620754546455,7.6,0.03648,17.0,medium,"[('pain', 3), ('rash', 1), ('headache', 1)]",1.0944,0.744192,1.1363636363636362,['Multiple side effects reported'],['Review drug safety profile'],2.369131554614127,0.39434306257251767,0.6068074089764549,High Performer
Naloxone / oxycodone,-0.5106,8.0,1,7.0,7.939999999999998,0.0066854696357005,8.0,-0.2553,7.0,low,[],-0.5106,-3.5742000000000003,0.125,['Negative patient sentiment detected'],['Investigate patient complaints'],2.195927920732061,0.7621044594044558,0.24442013211323171,High Performer
Naloxone / pentazocine,-0.2376153846153846,7.6923076923076925,13,25.692307692307693,114.62307692307692,0.0141600710967394,7.6923076923076925,-0.0169725274725274,334.0,medium,"[('pain', 12), ('anxiety', 1)]",-3.0889999999999995,-6.104887573964497,0.4870317002881844,['Negative patient sentiment detected'],['Investigate patient complaints'],2.215070283693509,0.6447702652281116,0.3771520912800485,High Performer
Naltrexone,0.2080777777777777,8.452380952380953,126,52.93650793650794,765.6807936507937,0.0597755248409404,8.452380952380953,0.0016384076990376,6670.0,high,"[('pain', 16), ('anxiety', 8), ('nausea', 5)]",26.21779999999999,11.014910934744265,2.3360800470865213,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.6351385554393585,0.45996080271033457,0.5770502911989521,High Performer
Namenda,-0.2957499999999999,4.0,4,49.5,132.425,0.0154073380867608,4.0,-0.0591499999999999,198.0,medium,[],-1.1829999999999996,-14.639624999999995,0.0792079207920792,['Negative patient sentiment detected'],['Investigate patient complaints'],1.0845006174991403,0.6956670002972486,0.34745730416809983,High Performer
Namenda XR,-0.2732,1.0,1,48.0,91.68,0.0125525963103343,1.0,-0.1366,48.0,low,[],-0.2732,-13.1136,0.0204081632653061,['Negative patient sentiment detected'],['Investigate patient complaints'],0.19265891344022026,0.6826389091652214,0.3601684775996329,Stable
Naphazoline,0.53434,10.0,5,30.6,177.634,0.0185748438168005,10.0,0.0890566666666666,153.0,medium,[],2.6717000000000004,16.350804000000004,0.1582278481012658,[],[],3.217492729385254,0.262641770706489,0.7609087843579101,High Performer
Naphazoline / pheniramine,-0.0809,5.75,4,6.5,52.91,0.0098362301630265,5.75,-0.01618,26.0,medium,"[('pain', 1)]",-0.3236,-0.52585,0.5333333333333333,['Negative patient sentiment detected'],['Investigate patient complaints'],1.6937589780772475,0.5470936749383969,0.4576850365379208,High Performer
Naprelan,-0.257175,9.25,4,42.5,82.2825,0.0118941735383631,9.25,-0.0514349999999999,170.0,medium,"[('pain', 3)]",-1.0287,-10.9299375,0.0919540229885057,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6738701684679858,0.6696809357039472,0.368512219220024,High Performer
Naprosyn,-0.1652125,8.75,8,38.25,118.97875,0.0144652452750962,8.75,-0.0183569444444444,306.0,medium,"[('pain', 7)]",-1.3217,-6.319378125,0.2038216560509554,['Negative patient sentiment detected'],['Investigate patient complaints'],2.561431246700214,0.6200562793026311,0.4132000054996436,High Performer
Naproxen,-0.2892662576687116,7.288343558282208,163,24.73006134969325,869.5334969325153,0.0670518201079218,7.288343558282208,-0.0017638186443214,4031.0,high,"[('pain', 123), ('nausea', 10), ('headache', 7)]",-47.15039999999999,-7.1535722985434145,6.335002384358607,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.089186073404134,0.6855591135306744,0.32471768952071656,High Performer
Naproxen / sumatriptan,0.0758878048780487,8.902439024390244,41,6.341463414634147,256.27170731707315,0.0240844854484228,8.902439024390244,0.0018068524970963,260.0,high,"[('headache', 10), ('pain', 9), ('vomiting', 3)]",3.111399999999997,0.4812397382510406,5.584717607973421,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.706506644469702,0.4724661708610121,0.5289108771033411,High Performer
Naratriptan,0.29455,9.214285714285714,14,8.285714285714286,135.02642857142857,0.0155896035628008,9.214285714285714,0.0196366666666666,116.0,high,"[('pain', 4), ('headache', 4), ('nausea', 3)]",4.1236999999999995,2.440557142857143,1.5076923076923077,['Multiple side effects reported'],['Review drug safety profile'],2.8849613486349948,0.36213644054823063,0.642515609417865,High Performer
Narcan Injection,-0.82085,9.0,2,8.0,-31.084999999999994,0.0039512372679242,9.0,-0.2736166666666667,16.0,low,"[('pain', 2)]",-1.6417,-6.5668,0.2222222222222222,['Negative patient sentiment detected'],['Investigate patient complaints'],2.371002592448852,0.918292292014653,0.09067067925191336,High Performer
Nardil,0.08173,8.2,20,41.6,219.373,0.0214992288212493,8.2,0.0038919047619047,832.0,high,"[('anxiety', 6), ('weight gain', 2), ('headache', 2)]",1.6345999999999998,3.399968,0.4694835680751174,['Multiple side effects reported'],['Review drug safety profile'],2.4973314552587413,0.5010615086632765,0.5331325745687638,High Performer
Nasacort,0.0678294117647058,6.764705882352941,17,14.235294117647058,157.2535294117647,0.0171469144804042,6.764705882352941,0.0037683006535947,242.0,high,"[('anxiety', 1), ('nausea', 1), ('diarrhea', 1)]",1.153099999999999,0.9655716262975766,1.1158301158301158,['Multiple side effects reported'],['Review drug safety profile'],2.059869238199925,0.48150779692894125,0.5283718579020856,High Performer
Nasacort AQ,0.1162,9.5,2,20.0,101.62,0.0132490285905572,9.5,0.0387333333333333,40.0,low,[],0.2324,2.324,0.0952380952380952,[],[],2.8986291315858987,0.46125054560316975,0.5545181140235024,High Performer
Nasacort Allergy 24HR,-0.2427,8.0,3,5.333333333333333,7.396666666666667,0.0066474017411075,8.0,-0.060675,16.0,medium,"[('fatigue', 1), ('pain', 1), ('weakness', 1)]",-0.7281,-1.2944,0.4736842105263158,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.303076429934695,0.6267713526950258,0.37838928344217515,High Performer
Nasarel,-0.5511,9.0,1,9.0,1.8899999999999937,0.0062615847971343,9.0,-0.27555,9.0,low,[],-0.5511,-4.9599,0.1,['Negative patient sentiment detected'],['Investigate patient complaints'],2.479599971055868,0.7842683350025418,0.22438338157355264,High Performer
Nasonex,-0.2455888888888889,7.111111111111111,18,19.22222222222222,148.88555555555556,0.0165606240263273,7.111111111111111,-0.012925730994152,346.0,high,"[('fever', 5), ('headache', 5), ('pain', 1)]",-4.4206,-4.7207641975308645,0.8901098901098902,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.0382465147402704,0.643095022071271,0.3719576606180678,High Performer
Natalizumab,0.0432216216216216,7.567567567567568,37,61.351351351351354,335.02486486486487,0.0296022159399476,7.567567567567568,0.0011374110953058,2270.0,high,"[('fatigue', 6), ('pain', 5), ('headache', 4)]",1.5991999999999993,2.6517048940832715,0.5934113567403554,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.294644261559566,0.5410167243323764,0.5098019064097334,High Performer
Natazia,0.0533689655172413,6.689655172413793,29,6.137931034482759,178.61275862068965,0.0186434191787718,6.689655172413793,0.0017789655172413,178.0,high,"[('headache', 2), ('pain', 2), ('nausea', 1)]",1.547699999999998,0.3275750297265156,4.06280193236715,['Multiple side effects reported'],['Review drug safety profile'],2.0320215667953936,0.4822600849796687,0.5203887679846882,High Performer
Natelle One,-0.5486,10.0,1,2.0,-27.86,0.0041771924091434,10.0,-0.2743,2.0,low,"[('pain', 1)]",-0.5486,-1.0972,0.3333333333333333,['Negative patient sentiment detected'],['Investigate patient complaints'],2.77997079702831,0.7763197704092404,0.22668200495281665,High Performer
Natesto,0.6808,8.0,1,15.0,112.08,0.0139818939478138,8.0,0.3404,15.0,low,[],0.6808,10.212,0.0625,[],[],2.6746903470591175,0.1740599617968002,0.8364494215681375,High Performer
Natpara,0.415,8.0,2,19.5,115.5,0.0142215114929206,8.0,0.1383333333333333,39.0,low,"[('fatigue', 1), ('pain', 1)]",0.83,8.0925,0.0975609756097561,[],[],2.568442675636403,0.3113720767036482,0.7034288739393281,High Performer
Natroba,0.2092333333333333,7.0,3,23.333333333333332,107.59,0.0136673083403489,7.0,0.0523083333333333,70.0,medium,[],0.6276999999999999,4.88211111111111,0.1232876712328767,[],[],2.1859687226988798,0.41802956641113426,0.6008243510574226,High Performer
Nature-Throid,0.2152611111111111,7.444444444444445,18,80.27777777777777,316.08166666666665,0.0282749870952913,7.444444444444445,0.0113295321637426,1445.0,high,"[('pain', 6), ('fatigue', 4), ('headache', 3)]",3.8747,17.280683641975305,0.2214627477785372,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.3261224962737117,0.47109639102395573,0.5964893580623324,High Performer
Navane,-0.0452999999999999,9.0,2,39.5,128.47000000000003,0.015130236510475,9.0,-0.0150999999999999,79.0,low,[],-0.0905999999999998,-1.7893499999999962,0.0493827160493827,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6845969743637115,0.5606608326845094,0.47282170939381374,High Performer
Nebivolol,-0.1510954022988505,6.873563218390805,87,42.7816091954023,509.45367816091954,0.0418233282317318,6.873563218390805,-0.0017169932079414,3722.0,high,"[('headache', 11), ('pain', 10), ('fatigue', 9)]",-13.145299999999992,-6.464104452371512,1.987135731163035,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.0124050910697324,0.625699888662814,0.4064951547305221,High Performer
Necon 1 / 35,0.0301888888888888,7.5,18,8.11111111111111,137.2411111111111,0.015744772215827,7.5,0.0015888888888888,146.0,high,"[('weight gain', 3), ('pain', 3), ('fatigue', 2)]",0.5433999999999984,0.2448654320987646,1.975609756097561,['Multiple side effects reported'],['Review drug safety profile'],2.2649780275765425,0.49457349097079256,0.5102569910761325,High Performer
Necon 1 / 50,-0.6183166666666667,4.666666666666667,6,0.3333333333333333,-24.165000000000003,0.0044360774469123,4.666666666666667,-0.0883309523809523,2.0,medium,"[('pain', 2), ('nausea', 2), ('weight loss', 1)]",-3.7099,-0.2061055555555555,4.5,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.1521622748333016,0.8101126814666066,0.19169343083338647,High Performer
Necon 7 / 7 / 7,0.31435,4.5,2,0.0,85.435,0.0121150490678804,4.5,0.1047833333333333,0.0,low,"[('pain', 1), ('weight gain', 1), ('nausea', 1)]",0.6287,0.0,2.0,['Multiple side effects reported'],['Review drug safety profile'],1.4775468397662,0.3430367896223085,0.6541636003896667,High Performer
Neevo DHA,-0.2858,10.0,1,8.0,15.420000000000002,0.0072095454361096,10.0,-0.1429,8.0,low,[],-0.2858,-2.2864,0.1111111111111111,['Negative patient sentiment detected'],['Investigate patient complaints'],2.88600611305899,0.6506613972034988,0.3565564782350168,High Performer
Nefazodone,-0.1670625,8.375,16,23.6875,138.66875,0.0158447977497026,8.375,-0.0098272058823529,379.0,high,"[('fatigue', 3), ('anxiety', 3), ('blurred vision', 2)]",-2.673,-3.95729296875,0.6481012658227848,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.4486076647372763,0.6078930310933006,0.41158097543787187,High Performer
Neo-Poly-Dex,-0.8537,1.0,1,1.0,-59.370000000000005,0.001969488068115,1.0,-0.42685,1.0,low,[],-0.8537,-0.8537,0.5,['Negative patient sentiment detected'],['Investigate patient complaints'],-0.04273559872323166,0.9279128326101973,0.07524266453871936,High Risk
Neoral,0.2159666666666666,9.666666666666666,3,27.666666666666668,126.93,0.0150223385515672,9.666666666666666,0.0539916666666666,83.0,medium,"[('weight gain', 1)]",0.6478999999999998,5.975077777777776,0.1046511627906976,[],[],2.9890710720218934,0.41880963020698747,0.6035093244079559,High Performer
Nepafenac,-0.4061,4.0,2,6.0,26.39,0.0079781432343032,4.0,-0.1353666666666666,12.0,low,"[('headache', 1)]",-0.8122,-2.4366000000000003,0.2857142857142857,['Negative patient sentiment detected'],['Investigate patient complaints'],1.0381181143726812,0.7090034164165668,0.29601980937886463,High Performer
Nesina,-0.2035,7.0,1,12.0,39.650000000000006,0.0089071866986649,7.0,-0.10175,12.0,low,[],-0.2035,-2.4419999999999997,0.0769230769230769,['Negative patient sentiment detected'],['Investigate patient complaints'],2.0194385462249644,0.6133391483996711,0.39685242295839274,High Performer
Neulasta,-0.4489842105263157,6.631578947368421,19,20.0,120.10157894736844,0.0145439147242025,6.631578947368421,-0.0224492105263157,380.0,high,"[('pain', 13), ('fever', 4), ('headache', 2)]",-8.530699999999998,-8.979684210526313,0.9047619047619048,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.812419993080418,0.7456428626559499,0.27127457293614543,High Performer
Neupro,-0.0551647058823529,7.529411764705882,17,22.41176470588235,144.30705882352942,0.0162398380183718,7.529411764705882,-0.0030647058823529,381.0,high,"[('rash', 1)]",-0.9377999999999992,-1.2363384083044973,0.7261306532663317,['Negative patient sentiment detected'],['Investigate patient complaints'],2.239809554736306,0.5508292295211169,0.46733113426301937,High Performer
Neurontin,-0.1233478260869565,7.6521739130434785,69,77.66666666666667,523.9985507246377,0.0428423945058869,7.6521739130434785,-0.0017621118012422,5359.0,high,"[('pain', 41), ('anxiety', 8), ('headache', 5)]",-8.511,-9.580014492753625,0.8771186440677966,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.257394935195712,0.6433028240721329,0.4198562674274362,High Performer
NeutraSal,-0.7682,6.0,1,14.0,-42.81999999999999,0.0031290408083251,6.0,-0.3841,14.0,low,[],-0.7682,-10.7548,0.0666666666666666,['Negative patient sentiment detected'],['Investigate patient complaints'],1.491814412374452,0.8976030239977572,0.11740931270924648,High Performer
Nevirapine,-0.4842,9.0,1,2.0,0.5799999999999983,0.006169801468453,9.0,-0.2421,2.0,low,[],-0.4842,-0.9684,0.3333333333333333,['Negative patient sentiment detected'],['Investigate patient complaints'],2.5063322662499488,0.7441197704092404,0.25787955625008496,High Performer
Nexafed Nasal Decongestant,0.0572,2.0,1,1.0,43.72,0.009192345590064,2.0,0.0286,1.0,low,[],0.0572,0.0572,0.5,['Underrated drug opportunity'],['Increase marketing efforts'],0.6238046214616757,0.4724628326101973,0.5270589642305404,Stable
Nexavar,-0.2155999999999999,8.5,2,40.5,92.44,0.0126058446536914,8.5,-0.0718666666666666,81.0,low,"[('nausea', 1), ('diarrhea', 1), ('insomnia', 1)]",-0.4311999999999998,-8.731799999999996,0.0481927710843373,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.4657149864573946,0.6467677704835524,0.3889416892376753,High Performer
Nexium,-0.1701428571428571,7.666666666666667,42,27.452380952380953,258.8904761904762,0.024267965848612,7.666666666666667,-0.0039568106312292,1153.0,high,"[('pain', 12), ('headache', 5), ('diarrhea', 4)]",-7.145999999999998,-4.670826530612244,1.4761506276150629,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.23741805591937,0.6157892316469703,0.4058032401343826,High Performer
Nexium 24HR,0.438,10.0,1,0.0,60.8,0.0103890320434046,10.0,0.219,0.0,low,[],0.438,0.0,1.0,['Underrated drug opportunity'],['Increase marketing efforts'],3.1764858413739683,0.2811058948111543,0.7168569310433865,High Performer
Nexium IV,0.5574,8.0,1,5.0,95.74,0.0128370545656366,8.0,0.2787,5.0,low,[],0.5574,2.787,0.1666666666666666,[],[],2.6249847771898636,0.22619058380636956,0.7753253713502275,High Performer
Nexplanon,-0.0658272727272727,5.641148325358851,1672,5.858851674641149,8399.134976076555,0.5946028791913763,5.641148325358851,-3.934684562299624e-05,9796.0,high,"[('weight gain', 324), ('pain', 323), ('headache', 183)]",-110.06319999999997,-0.3856722270552413,243.772584583188,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.8436444315723628,0.7155763172399988,0.17103495854366935,High Performer
Next Choice,-0.0933869565217391,7.565217391304348,23,13.304347826086955,163.27,0.0175684501273517,7.565217391304348,-0.0038911231884057,305.99999999999994,high,"[('headache', 7), ('pain', 6), ('dizziness', 3)]",-2.1478999999999995,-1.2424525519848766,1.60790273556231,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.2356633841432623,0.5618604922438164,0.4475516061380404,High Performer
Niacin,-0.1835172413793103,7.517241379310345,29,47.827586206896555,227.30344827586208,0.0220548646538396,7.517241379310345,-0.0061172413793103,1387.0,high,"[('rash', 3), ('pain', 2), ('headache', 2)]",-5.321999999999999,-8.777186682520806,0.5939265536723164,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.1865726912255683,0.6405975952914984,0.40022942267002926,High Performer
Niacin / simvastatin,-0.15005,6.25,4,5.5,36.995000000000005,0.0087211678149635,6.25,-0.03001,22.0,medium,[],-0.6002,-0.825275,0.6153846153846154,['Negative patient sentiment detected'],['Investigate patient complaints'],1.8157623964083873,0.5807117371393539,0.42367100598602114,High Performer
Niaspan,-0.36345,5.642857142857143,14,20.714285714285715,110.08357142857145,0.0138420169556305,5.642857142857143,-0.0242299999999999,290.0,high,"[('rash', 1), ('nausea', 1), ('pain', 1)]",-5.0883,-7.528607142857143,0.6447368421052632,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.5498052680337386,0.7030298103363373,0.3143947913723403,High Performer
Nicoderm CQ,0.3183235294117647,9.411764705882351,17,33.88235294117647,195.59705882352944,0.0198334005588777,9.411764705882351,0.0176846405228758,576.0,high,"[('pain', 2), ('anxiety', 1)]",5.4115,10.785550173010382,0.4873524451939292,[],[],2.954995448379111,0.37506175133366954,0.6522673899563823,High Performer
Nicorette,-0.05015,8.25,4,22.0,103.985,0.0134147290274512,8.25,-0.01003,88.0,medium,[],-0.2006,-1.1033,0.1739130434782608,['Negative patient sentiment detected'],['Investigate patient complaints'],2.457139148277501,0.5465512108235643,0.47125975287083144,High Performer
Nicotine,0.398793220338983,8.220338983050848,59,26.593220338983052,411.0657627118644,0.0349299157264444,8.220338983050848,0.0066465536723163,1569.0,high,"[('rash', 3), ('pain', 2), ('constipation', 1)]",23.528799999999997,10.605195978167194,2.138206388206388,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.634312492345529,0.33229924142926304,0.6849074280116885,High Performer
Nicotrol Inhaler,0.32725,8.916666666666666,12,38.083333333333336,210.89166666666665,0.0209049959930136,8.916666666666666,0.0251730769230769,457.0,medium,[],3.927,12.462770833333334,0.3070362473347547,[],[],2.810360086026728,0.3740891189140743,0.6561915232887862,High Performer
Nicotrol NS,-0.9824,1.0,1,10.0,-70.24000000000001,0.0012078966308895,1.0,-0.4912,10.0,low,[],-0.9824,-9.824,0.0909090909090909,['Negative patient sentiment detected'],['Investigate patient complaints'],-0.0944454851662421,1.000875272801585,0.011275808610403393,High Risk
Nifedical XL,-0.1913333333333333,3.6666666666666665,3,14.666666666666666,47.2,0.0094361669517516,3.6666666666666665,-0.0478333333333333,44.0,medium,"[('pain', 1)]",-0.5739999999999998,-2.8062222222222215,0.1914893617021276,['Negative patient sentiment detected'],['Investigate patient complaints'],1.0244648856280365,0.6100194388194278,0.40266963506438347,High Performer
Nifedipine,-0.1757923076923077,7.230769230769231,26,20.807692307692307,192.03615384615384,0.019583910702434,7.230769230769231,-0.0065108262108262,541.0,high,"[('headache', 9), ('pain', 4), ('dizziness', 3)]",-4.5706,-3.6578322485207098,1.1922398589065255,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.102975162468206,0.6105610862162527,0.40533498562991305,High Performer
Nikki,-0.3712666666666666,3.6666666666666665,3,2.6666666666666665,4.206666666666674,0.0064238988262271,3.6666666666666665,-0.0928166666666666,8.0,medium,"[('weight gain', 1)]",-1.1137999999999997,-0.9900444444444442,0.8181818181818182,['Negative patient sentiment detected'],['Investigate patient complaints'],0.9515822988933084,0.6885028518975777,0.31421839073337465,High Performer
Nilotinib,-0.0769692307692307,7.3076923076923075,13,14.461538461538462,90.22615384615384,0.0124507346008759,7.3076923076923075,-0.0054978021978021,188.0,medium,"[('pain', 8), ('rash', 3), ('nausea', 2)]",-1.0005999999999993,-1.1130934911242594,0.8407960199004975,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.1634281664741675,0.5537000407157818,0.4583351071584386,High Performer
Nilstat,-0.1333,8.0,1,28.0,64.67,0.0106601782128676,8.0,-0.06665,28.0,low,[],-0.1333,-3.7324,0.0344827586206896,['Negative patient sentiment detected'],['Investigate patient complaints'],2.3480476868693176,0.59355015318436,0.43107052188447054,High Performer
Nimodipine,0.8074,8.0,1,4.0,110.74,0.0138880087108421,8.0,0.4037,4.0,low,"[('fatigue', 1)]",0.8074,3.2296,0.2,[],[],2.725302007791994,0.1002336460073265,0.8997966536800104,High Performer
Nimotop,0.9186,10.0,1,19.0,164.86,0.0176798512667435,10.0,0.4593,19.0,low,[],0.9186,17.4534,0.05,[],[],3.37092657580448,0.05898771299297245,0.9534890403258669,High Performer
Niravam,0.2153499999999999,10.0,2,34.0,120.535,0.0145742817676613,10.0,0.0717833333333333,68.0,low,"[('anxiety', 1)]",0.4306999999999998,7.321899999999997,0.0571428571428571,[],[],3.0886891593751846,0.4250726747897726,0.6034264010413585,High Performer
Nitro-Bid,0.54445,10.0,2,29.5,167.445,0.0178609656977673,10.0,0.1814833333333333,59.0,low,"[('pain', 1)]",1.0889,16.061275,0.0655737704918032,[],[],3.22132124521158,0.25621645469407883,0.7663229246473662,High Performer
Nitro-Dur,-0.9009,1.0,1,0.0,-42.09,0.0031801872433918,1.0,-0.45045,0.0,low,"[('pain', 1)]",-0.9009,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],-0.061250149069577584,0.9505558948111543,0.05103358178262929,High Risk
Nitrofurantoin,-0.3140889807162534,5.019283746556474,363,19.84573002754821,1865.2825619834712,0.1368175939412414,5.019283746556474,-0.0008628818151545,7204.0,high,"[('headache', 107), ('pain', 100), ('nausea', 94)]",-114.0143,-6.233325115922561,17.413638165719572,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.4195978456991825,0.7144754360200855,0.2772083196106372,High Performer
Nitroglycerin,-0.1423454545454545,8.454545454545455,11,16.818181818181817,76.40181818181819,0.0114821517427996,8.454545454545455,-0.0118621212121212,184.99999999999997,medium,"[('pain', 6), ('headache', 5)]",-1.5657999999999994,-2.393991735537189,0.6173469387755103,['Negative patient sentiment detected'],['Investigate patient complaints'],2.4810412541978324,0.588431524088421,0.4261342733066432,High Performer
Nitrolingual Pumpspray,-0.1655,9.0,1,30.0,95.45,0.0128167361188293,9.0,-0.08275,30.0,low,[],-0.1655,-4.965,0.032258064516129,['Negative patient sentiment detected'],['Investigate patient complaints'],2.635818644064889,0.6115640287824462,0.413885593225185,High Performer
Nitrostat,0.6638000000000001,9.0,2,56.0,198.38,0.0200283834632294,9.0,0.2212666666666667,112.0,low,"[('headache', 1)]",1.3276,37.1728,0.0350877192982456,[],[],2.9697154804567067,0.22190030636871996,0.8249075325721551,High Performer
Nivolumab,-0.353175,5.25,12,22.583333333333332,107.84916666666666,0.0136854664925244,5.25,-0.0271673076923076,271.0,medium,"[('rash', 4), ('fatigue', 1), ('pain', 1)]",-4.2381,-7.97586875,0.5088339222614842,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.4360108704053942,0.6994690830289069,0.3196110493243427,High Performer
Nizatidine,0.47645,10.0,2,8.5,113.645,0.0140915434969636,10.0,0.1588166666666666,17.0,low,[],0.9529,4.049825,0.2105263157894736,[],[],3.1929834447852734,0.27012076091417453,0.7342192586912116,High Performer
Nizoral A-D,-0.077,10.0,1,20.0,83.3,0.0119654632612129,10.0,-0.0385,20.0,low,[],-0.077,-1.54,0.0476190476190476,['Negative patient sentiment detected'],['Investigate patient complaints'],2.970961687277163,0.5577446507920155,0.45856385453806087,High Performer
Nizoral Shampoo,-0.6946,5.0,1,0.0,-61.459999999999994,0.0018230551238831,5.0,-0.3473,0.0,low,[],-0.6946,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],1.2208602004795381,0.8474058948111542,0.15486633253410304,High Performer
NoDoz,-0.0606,5.0,2,11.0,64.94,0.0106790953874813,5.0,-0.0202,22.0,low,"[('fatigue', 1)]",-0.1212,-0.6666,0.1666666666666666,['Negative patient sentiment detected'],['Investigate patient complaints'],1.477133397020156,0.5410381054117822,0.46741100496640664,High Performer
Nor-QD,0.871,4.0,1,6.0,137.1,0.0157348854620165,4.0,0.4355,6.0,low,[],0.871,5.226,0.1428571428571428,[],[],1.5512994877034707,0.07034752160541263,0.9306675204942154,High Performer
